VEMCO DATA LOG,1.0.0,vdati-2.7.2-20201124-66707c-release
RECORD TYPE,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD
ATTITUDE_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Tilt (deg)
BATTERY_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Battery Position,Battery Type,Battery Serial Number,Battery Voltage (V),Battery Remaining (%)
CFG_CHANNEL_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Index,Frequency (kHz),Decoder,PPM Map ID,HR Coding ID
CFG_STATION_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Station Name,Latitude (deg),Longitude (deg)
CFG_STUDY_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Description
CFG_TRANSMITTER_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Transmission Type,Full ID,ID,Power Level,Min Delay (s),Max Delay (s)
CLOCK_REF_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,External Time (UTC),External Difference (s),Source
CLOCK_SET_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Prior Device Time (UTC),Prior Difference (s),Source
DATA_ERROR_DESC,Type,Error,Page,Offset,Description
DATA_SOURCE_FILE_DESC,File Name,UUID,Type,Size,State
DEPTH_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Depth (m)
DEPTH_STATS_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Depth Min (m),Depth Max (m),Depth Mean (m),Sample Count,Accumulation Period (s)
DET_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Detection Type,Full ID,ID,Signal Strength (dB),Noise (dB),Quality Score,Decoder,Sensor Value,Sensor Unit
DET_FILTER_DESC,Filter Name,Details,Rejected Detections
DIAG_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Ambient Temperature (deg C),Noise Mean (mV),Tilt (deg),Depth (m),PPM Pings,PPM Detections
DIAG_FAST_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Ambient Temperature (deg C),Noise (mV),Tilt (deg),Depth (m)
EVENT_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Event Type,Event Details
EVENT_FAULT_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Fault Importance,Fault Code,Fault Description
EVENT_INIT_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Prior Device Time (UTC),External Time Zone,Firmware Version
EVENT_OFFLOAD_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,External Time (UTC),External Time Zone,HR Total Accepted Detections,PPM Total Accepted Detections,Memory Remaining (%),Battery Remaining (%),Original File
HEALTH_VR2AR_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Memory Remaining (%),RTC Time
TEMP_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Ambient (deg C),Internal (deg C)
TEMP_STATS_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Ambient Min (deg C),Ambient Max (deg C),Ambient Mean (deg C),Sample Count,Accumulation Period (s)
DATA_SOURCE_FILE,VR2AR_545593_20200714_1.vrl,8a40aad5-66d4-f34f-8e7b-4a58913bfdb3,com.vemco.file.vrl.0207.ff02.ff02/5.1.1,569508,ORIGINAL
DET,2020-02-20 11:27:49.6039,2020-02-20 11:27:49.136308,,-0.467591294,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 11:37:05.8679,2020-02-20 11:37:05.393695,,-0.474204068,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 11:46:35.2359,2020-02-20 11:46:34.754927,,-0.480972619,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 11:56:30.8119,2020-02-20 11:56:30.323847,,-0.488052727,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-02-20 12:00:00,2020-02-20 11:59:59.50946,,-0.490539520,VR2AR-69,545593,22.674,185,37,0,56,7
TEMP,2020-02-20 12:00:00,2020-02-20 11:59:59.50946,,-0.490539520,VR2AR-69,545593,22.674,
DEPTH,2020-02-20 12:00:00,2020-02-20 11:59:59.50946,,-0.490539520,VR2AR-69,545593,0
BATTERY,2020-02-20 12:00:00,2020-02-20 11:59:59.50946,,-0.490539520,VR2AR-69,545593,PRIMARY,,,3.6081,
DET,2020-02-20 12:07:19.2719,2020-02-20 12:07:18.776138,,-0.495761511,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 12:17:53.6919,2020-02-20 12:17:53.188596,,-0.503303389,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 12:27:59.5639,2020-02-20 12:27:59.053394,,-0.510505894,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 12:37:08.3399,2020-02-20 12:37:07.82287,,-0.517029651,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 12:46:23.1999,2020-02-20 12:46:22.676274,,-0.523625734,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 12:55:50.2278,2020-02-20 12:55:49.697433,,-0.530366467,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-02-20 13:00:00,2020-02-20 12:59:59.466664,,-0.533335717,VR2AR-69,545593,22.698,173,37,0,48,6
TEMP,2020-02-20 13:00:00,2020-02-20 12:59:59.466664,,-0.533335717,VR2AR-69,545593,22.698,
DEPTH,2020-02-20 13:00:00,2020-02-20 12:59:59.466664,,-0.533335717,VR2AR-69,545593,0
BATTERY,2020-02-20 13:00:00,2020-02-20 12:59:59.466664,,-0.533335717,VR2AR-69,545593,PRIMARY,,,3.6081,
DET,2020-02-20 13:05:41.5918,2020-02-20 13:05:41.054403,,-0.537396503,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 13:16:21.6278,2020-02-20 13:16:21.082794,,-0.545005144,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 13:26:39.1998,2020-02-20 13:26:38.647453,,-0.552346736,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 13:36:11.8438,2020-02-20 13:36:11.284645,,-0.559154232,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 13:46:14.4398,2020-02-20 13:46:13.873482,,-0.566317792,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 13:57:16.4718,2020-02-20 13:57:15.897612,,-0.574187918,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-02-20 14:00:00,2020-02-20 13:59:59.423868,,-0.576131914,VR2AR-69,545593,22.77,180,37,0,48,6
TEMP,2020-02-20 14:00:00,2020-02-20 13:59:59.423868,,-0.576131914,VR2AR-69,545593,22.77,
DEPTH,2020-02-20 14:00:00,2020-02-20 13:59:59.423868,,-0.576131914,VR2AR-69,545593,0
BATTERY,2020-02-20 14:00:00,2020-02-20 13:59:59.423868,,-0.576131914,VR2AR-69,545593,PRIMARY,,,3.609,
DET,2020-02-20 14:08:18.0358,2020-02-20 14:08:17.453747,,-0.582052480,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 14:19:18.1958,2020-02-20 14:19:17.605899,,-0.589900351,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 14:30:15.5478,2020-02-20 14:30:14.950085,,-0.597714842,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 14:41:07.7518,2020-02-20 14:41:07.146331,,-0.605468134,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 14:51:49.6598,2020-02-20 14:51:49.0467,,-0.613099028,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-02-20 15:00:00,2020-02-20 14:59:59.381071,,-0.618928111,VR2AR-69,545593,22.794,178,37,0,40,5
TEMP,2020-02-20 15:00:00,2020-02-20 14:59:59.381071,,-0.618928111,VR2AR-69,545593,22.794,
DEPTH,2020-02-20 15:00:00,2020-02-20 14:59:59.381071,,-0.618928111,VR2AR-69,545593,0
BATTERY,2020-02-20 15:00:00,2020-02-20 14:59:59.381071,,-0.618928111,VR2AR-69,545593,PRIMARY,,,3.609,
DET,2020-02-20 15:02:10.5078,2020-02-20 15:02:09.88732,,-0.620479565,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 15:11:49.7038,2020-02-20 15:11:49.076435,,-0.627364950,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 15:22:05.4038,2020-02-20 15:22:04.769115,,-0.634684289,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 15:31:33.8358,2020-02-20 15:31:33.194358,,-0.641441713,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 15:41:28.0078,2020-02-20 15:41:27.359294,,-0.648505130,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 15:52:13.1917,2020-02-20 15:52:12.535525,,-0.656174969,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-02-20 16:00:00,2020-02-20 15:59:59.338275,,-0.661724307,VR2AR-69,545593,22.818,176,37,0,48,6
TEMP,2020-02-20 16:00:00,2020-02-20 15:59:59.338275,,-0.661724307,VR2AR-69,545593,22.818,
DEPTH,2020-02-20 16:00:00,2020-02-20 15:59:59.338275,,-0.661724307,VR2AR-69,545593,0
BATTERY,2020-02-20 16:00:00,2020-02-20 15:59:59.338275,,-0.661724307,VR2AR-69,545593,PRIMARY,,,3.609,
DET,2020-02-20 16:02:40.5917,2020-02-20 16:02:39.928066,,-0.663633395,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 16:12:32.4237,2020-02-20 16:12:31.753031,,-0.670668994,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 16:23:12.9277,2020-02-20 16:23:12.249416,,-0.678283199,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 16:33:31.4357,2020-02-20 16:33:30.750064,,-0.685635918,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 16:43:05.9517,2020-02-20 16:43:05.259234,,-0.692465668,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 16:53:11.8237,2020-02-20 16:53:11.124031,,-0.699668173,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-02-20 17:00:00,2020-02-20 16:59:59.295479,,-0.704520504,VR2AR-69,545593,22.818,174,37,0,48,6
TEMP,2020-02-20 17:00:00,2020-02-20 16:59:59.295479,,-0.704520504,VR2AR-69,545593,22.818,
DEPTH,2020-02-20 17:00:00,2020-02-20 16:59:59.295479,,-0.704520504,VR2AR-69,545593,0
BATTERY,2020-02-20 17:00:00,2020-02-20 16:59:59.295479,,-0.704520504,VR2AR-69,545593,PRIMARY,,,3.609,
DET,2020-02-20 17:02:21.0677,2020-02-20 17:02:20.361502,,-0.706197494,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 17:11:36.3957,2020-02-20 17:11:35.6829,,-0.712799140,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 17:21:03.8917,2020-02-20 17:21:03.172154,,-0.719545437,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 17:30:55.7237,2020-02-20 17:30:54.997118,,-0.726581037,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 17:41:36.2277,2020-02-20 17:41:35.493504,,-0.734195241,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 17:51:54.7357,2020-02-20 17:51:53.994152,,-0.741547961,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-02-20 18:00:00,2020-02-20 17:59:59.252683,,-0.747316701,VR2AR-69,545593,22.842,180,37,0,48,6
TEMP,2020-02-20 18:00:00,2020-02-20 17:59:59.252683,,-0.747316701,VR2AR-69,545593,22.842,
DEPTH,2020-02-20 18:00:00,2020-02-20 17:59:59.252683,,-0.747316701,VR2AR-69,545593,0
BATTERY,2020-02-20 18:00:00,2020-02-20 17:59:59.252683,,-0.747316701,VR2AR-69,545593,PRIMARY,,,3.61,
DET,2020-02-20 18:01:29.2517,2020-02-20 18:01:28.503322,,-0.748377711,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 18:11:35.5917,2020-02-20 18:11:34.836114,,-0.755585779,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 18:20:45.7717,2020-02-20 18:20:45.009573,,-0.762126227,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 18:30:03.4397,2020-02-20 18:30:02.670944,,-0.768755690,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 18:39:35.6157,2020-02-20 18:39:34.840142,,-0.775557623,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 18:49:36.8077,2020-02-20 18:49:36.024995,,-0.782704493,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-02-20 19:00:00,2020-02-20 18:59:59.209887,,-0.790112898,VR2AR-69,545593,22.866,178,37,0,48,6
TEMP,2020-02-20 19:00:00,2020-02-20 18:59:59.209887,,-0.790112898,VR2AR-69,545593,22.866,
DEPTH,2020-02-20 19:00:00,2020-02-20 18:59:59.209887,,-0.790112898,VR2AR-69,545593,0
BATTERY,2020-02-20 19:00:00,2020-02-20 18:59:59.209887,,-0.790112898,VR2AR-69,545593,PRIMARY,,,3.61,
DET,2020-02-20 19:00:36.0317,2020-02-20 19:00:35.241158,,-0.790541237,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 19:11:31.5117,2020-02-20 19:11:30.713366,,-0.798333473,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 19:22:19.9717,2020-02-20 19:22:19.165657,,-0.806042257,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 19:32:54.3917,2020-02-20 19:32:53.578115,,-0.813584136,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 19:43:00.7317,2020-02-20 19:42:59.910907,,-0.820792204,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 19:52:10.4437,2020-02-20 19:52:09.616372,,-0.827327088,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-02-20 20:00:00,2020-02-20 19:59:59.16709,,-0.832909095,VR2AR-69,545593,22.866,184,37,0,48,6
TEMP,2020-02-20 20:00:00,2020-02-20 19:59:59.16709,,-0.832909095,VR2AR-69,545593,22.866,
DEPTH,2020-02-20 20:00:00,2020-02-20 19:59:59.16709,,-0.832909095,VR2AR-69,545593,0
BATTERY,2020-02-20 20:00:00,2020-02-20 19:59:59.16709,,-0.832909095,VR2AR-69,545593,PRIMARY,,,3.61,
DET,2020-02-20 20:01:26.7077,2020-02-20 20:01:25.87376,,-0.833939862,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 20:10:56.0757,2020-02-20 20:10:55.234991,,-0.840708413,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 20:20:52.1197,2020-02-20 20:20:51.271905,,-0.847794084,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 20:31:41.5157,2020-02-20 20:31:40.660186,,-0.855513995,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 20:42:17.8077,2020-02-20 20:42:16.944621,,-0.863078128,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 20:52:27.4236,2020-02-20 20:52:26.553274,,-0.870325140,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-02-20 21:00:00,2020-02-20 20:59:59.124294,,-0.875705292,VR2AR-69,545593,22.842,173,37,0,48,6
TEMP,2020-02-20 21:00:00,2020-02-20 20:59:59.124294,,-0.875705292,VR2AR-69,545593,22.842,
DEPTH,2020-02-20 21:00:00,2020-02-20 20:59:59.124294,,-0.875705292,VR2AR-69,545593,0
BATTERY,2020-02-20 21:00:00,2020-02-20 20:59:59.124294,,-0.875705292,VR2AR-69,545593,PRIMARY,,,3.611,
DET,2020-02-20 21:01:44.1556,2020-02-20 21:01:43.278656,,-0.876943476,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 21:11:14.4596,2020-02-20 21:11:13.575876,,-0.883723155,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 21:21:12.3756,2020-02-20 21:21:11.484768,,-0.890831080,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 21:32:05.5156,2020-02-20 21:32:04.617004,,-0.898595499,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 21:42:48.8276,2020-02-20 21:42:47.921356,,-0.906243084,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 21:53:12.4836,2020-02-20 21:53:11.569942,,-0.913657002,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-02-20 22:00:00,2020-02-20 21:59:59.081498,,-0.918501489,VR2AR-69,545593,22.77,171,37,0,48,6
TEMP,2020-02-20 22:00:00,2020-02-20 21:59:59.081498,,-0.918501489,VR2AR-69,545593,22.77,
DEPTH,2020-02-20 22:00:00,2020-02-20 21:59:59.081498,,-0.918501489,VR2AR-69,545593,0
BATTERY,2020-02-20 22:00:00,2020-02-20 21:59:59.081498,,-0.918501489,VR2AR-69,545593,PRIMARY,,,3.61,
DET,2020-02-20 22:02:57.2956,2020-02-20 22:02:56.37499,,-0.920609149,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 22:13:24.2276,2020-02-20 22:13:23.299537,,-0.928062012,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 22:23:15.5916,2020-02-20 22:23:14.656507,,-0.935092048,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 22:33:55.6276,2020-02-20 22:33:54.684899,,-0.942700689,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 22:44:12.7316,2020-02-20 22:44:11.781563,,-0.950036718,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 22:53:44.4396,2020-02-20 22:53:43.482766,,-0.956833087,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-02-20 23:00:00,2020-02-20 22:59:59.038702,,-0.961297686,VR2AR-69,545593,23.909,191,23,0,48,6
TEMP,2020-02-20 23:00:00,2020-02-20 22:59:59.038702,,-0.961297686,VR2AR-69,545593,23.909,
DEPTH,2020-02-20 23:00:00,2020-02-20 22:59:59.038702,,-0.961297686,VR2AR-69,545593,0
BATTERY,2020-02-20 23:00:00,2020-02-20 22:59:59.038702,,-0.961297686,VR2AR-69,545593,PRIMARY,,,3.61,
DET,2020-02-20 23:03:45.1636,2020-02-20 23:03:44.199625,,-0.963974393,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 23:14:43.4516,2020-02-20 23:14:42.479799,,-0.971800010,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 23:25:37.5276,2020-02-20 23:25:36.548024,,-0.979575556,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 23:36:23.1796,2020-02-20 23:36:22.192349,,-0.987250959,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 23:46:51.9836,2020-02-20 23:46:50.988873,,-0.994726076,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-20 23:56:47.0916,2020-02-20 23:56:46.089799,,-1.001800620,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
HEALTH_VR2AR,2020-02-21 00:00:00,2020-02-20 23:59:58.995906,,-1.004093883,VR2AR-69,545593,99.9864,2020-02-20 23:59:58
BATTERY,2020-02-21 00:00:00,2020-02-20 23:59:58.995906,,-1.004093883,VR2AR-69,545593,MOTOR,,,3.69,
DIAG,2020-02-21 00:00:00,2020-02-20 23:59:58.995906,,-1.004093883,VR2AR-69,545593,19.669,520,0,27,49,6
TEMP,2020-02-21 00:00:00,2020-02-20 23:59:58.995906,,-1.004093883,VR2AR-69,545593,19.669,
DEPTH,2020-02-21 00:00:00,2020-02-20 23:59:58.995906,,-1.004093883,VR2AR-69,545593,27
BATTERY,2020-02-21 00:00:00,2020-02-20 23:59:58.995906,,-1.004093883,VR2AR-69,545593,PRIMARY,,,3.6052,
DET,2020-02-21 00:07:34.6155,2020-02-21 00:07:33.606001,,-1.009498276,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-21 00:18:07.1635,2020-02-21 00:18:06.146482,,-1.017017900,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-21 00:28:09.2915,2020-02-21 00:28:08.267324,,-1.024175897,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-21 00:39:10.8555,2020-02-21 00:39:09.823459,,-1.032040459,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-21 00:50:11.0155,2020-02-21 00:50:09.975611,,-1.039888331,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-02-21 01:00:00,2020-02-21 00:59:58.953109,,-1.046890080,VR2AR-69,545593,18.744,623,6,27,40,5
TEMP,2020-02-21 01:00:00,2020-02-21 00:59:58.953109,,-1.046890080,VR2AR-69,545593,18.744,
DEPTH,2020-02-21 01:00:00,2020-02-21 00:59:58.953109,,-1.046890080,VR2AR-69,545593,27
BATTERY,2020-02-21 01:00:00,2020-02-21 00:59:58.953109,,-1.046890080,VR2AR-69,545593,PRIMARY,,,3.6003,
DET,2020-02-21 01:01:08.8355,2020-02-21 01:01:07.787791,,-1.047708385,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-21 01:12:01.9755,2020-02-21 01:12:00.920027,,-1.055472803,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-21 01:22:45.7555,2020-02-21 01:22:44.692374,,-1.063125952,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-21 01:33:10.8155,2020-02-21 01:33:09.744943,,-1.070556561,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-21 01:42:57.9675,2020-02-21 01:42:56.889963,,-1.077536525,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-21 01:53:29.5795,2020-02-21 01:53:28.494454,,-1.085045023,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-02-21 02:00:00,2020-02-21 01:59:58.910313,,-1.089686277,VR2AR-69,545593,18.811,616,7,27,49,6
TEMP,2020-02-21 02:00:00,2020-02-21 01:59:58.910313,,-1.089686277,VR2AR-69,545593,18.811,
DEPTH,2020-02-21 02:00:00,2020-02-21 01:59:58.910313,,-1.089686277,VR2AR-69,545593,27
BATTERY,2020-02-21 02:00:00,2020-02-21 01:59:58.910313,,-1.089686277,VR2AR-69,545593,PRIMARY,,,3.6003,
DET,2020-02-21 02:03:30.3035,2020-02-21 02:03:29.211313,,-1.092186329,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-21 02:14:28.5915,2020-02-21 02:14:27.491488,,-1.100011947,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-21 02:25:22.6675,2020-02-21 02:25:21.559712,,-1.107787493,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-21 02:36:07.8515,2020-02-21 02:36:06.736042,,-1.115457332,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-21 02:46:35.7195,2020-02-21 02:46:34.596578,,-1.122921322,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-21 02:56:28.9555,2020-02-21 02:56:27.825526,,-1.129973612,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-02-21 03:00:00,2020-02-21 02:59:58.867517,,-1.132482474,VR2AR-69,545593,18.789,544,4,27,62,6
TEMP,2020-02-21 03:00:00,2020-02-21 02:59:58.867517,,-1.132482474,VR2AR-69,545593,18.789,
DEPTH,2020-02-21 03:00:00,2020-02-21 02:59:58.867517,,-1.132482474,VR2AR-69,545593,27
BATTERY,2020-02-21 03:00:00,2020-02-21 02:59:58.867517,,-1.132482474,VR2AR-69,545593,PRIMARY,,,3.6023,
DET,2020-02-21 03:07:12.2675,2020-02-21 03:07:11.129878,,-1.137621197,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-21 03:17:35.9235,2020-02-21 03:17:34.778464,,-1.145035115,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-21 03:27:20.7354,2020-02-21 03:27:19.583412,,-1.151987261,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-21 03:37:47.6675,2020-02-21 03:37:46.508059,,-1.159440125,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-21 03:47:39.0314,2020-02-21 03:47:37.864929,,-1.166470160,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-21 03:58:18.5994,2020-02-21 03:58:17.425326,,-1.174073237,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-02-21 04:00:00,2020-02-21 03:59:58.824721,,-1.175278670,VR2AR-69,545593,18.565,550,3,27,55,6
TEMP,2020-02-21 04:00:00,2020-02-21 03:59:58.824721,,-1.175278670,VR2AR-69,545593,18.565,
DEPTH,2020-02-21 04:00:00,2020-02-21 03:59:58.824721,,-1.175278670,VR2AR-69,545593,27
BATTERY,2020-02-21 04:00:00,2020-02-21 03:59:58.824721,,-1.175278670,VR2AR-69,545593,PRIMARY,,,3.6003,
DET,2020-02-21 04:08:34.7674,2020-02-21 04:08:33.586001,,-1.181398139,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-02-21 04:18:04.6034,2020-02-21 04:18:03.415227,,-1.188172254,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
